detector,seed,phase_definition,nominal_fpr,unit,cycle,flight_class,phase,rows,false_alarms,any_false_alarm,false_alarm_events,matched_fc
lstm_autoencoder,0,alt_rate,0.02,14,32,1,descent,444,19,1,6,False
lstm_autoencoder,0,alt_rate,0.02,14,33,1,overall,1528,292,1,17,False
lstm_autoencoder,0,alt_rate,0.02,14,33,1,climb,495,12,1,1,False
lstm_autoencoder,0,alt_rate,0.02,14,33,1,cruise,475,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,14,33,1,descent,558,280,1,16,False
lstm_autoencoder,0,alt_rate,0.02,14,34,1,overall,1944,93,1,10,False
lstm_autoencoder,0,alt_rate,0.02,14,34,1,climb,164,9,1,2,False
lstm_autoencoder,0,alt_rate,0.02,14,34,1,cruise,1524,6,1,3,False
lstm_autoencoder,0,alt_rate,0.02,14,34,1,descent,256,78,1,5,False
lstm_autoencoder,0,alt_rate,0.02,14,35,1,overall,1706,42,1,6,False
lstm_autoencoder,0,alt_rate,0.02,14,35,1,climb,33,6,1,1,False
lstm_autoencoder,0,alt_rate,0.02,14,35,1,cruise,59,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,14,35,1,descent,1614,36,1,5,False
lstm_autoencoder,0,alt_rate,0.02,15,1,2,overall,2669,303,1,10,False
lstm_autoencoder,0,alt_rate,0.02,15,1,2,climb,705,1,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,1,2,cruise,555,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,1,2,descent,1409,302,1,9,False
lstm_autoencoder,0,alt_rate,0.02,15,2,2,overall,7711,28,1,3,False
lstm_autoencoder,0,alt_rate,0.02,15,2,2,climb,1947,24,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,2,2,cruise,3098,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,2,2,descent,2666,4,1,2,False
lstm_autoencoder,0,alt_rate,0.02,15,3,2,overall,5503,211,1,58,False
lstm_autoencoder,0,alt_rate,0.02,15,3,2,climb,3076,13,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,3,2,cruise,995,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,3,2,descent,1432,198,1,57,False
lstm_autoencoder,0,alt_rate,0.02,15,4,2,overall,6372,91,1,15,False
lstm_autoencoder,0,alt_rate,0.02,15,4,2,climb,2890,28,1,2,False
lstm_autoencoder,0,alt_rate,0.02,15,4,2,cruise,2106,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,4,2,descent,1376,63,1,13,False
lstm_autoencoder,0,alt_rate,0.02,15,5,2,overall,6075,65,1,3,False
lstm_autoencoder,0,alt_rate,0.02,15,5,2,climb,1898,11,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,5,2,cruise,2050,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,5,2,descent,2127,54,1,2,False
lstm_autoencoder,0,alt_rate,0.02,15,6,2,overall,9157,124,1,13,False
lstm_autoencoder,0,alt_rate,0.02,15,6,2,climb,3768,16,1,2,False
lstm_autoencoder,0,alt_rate,0.02,15,6,2,cruise,2226,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,6,2,descent,3163,108,1,11,False
lstm_autoencoder,0,alt_rate,0.02,15,7,2,overall,5892,178,1,29,False
lstm_autoencoder,0,alt_rate,0.02,15,7,2,climb,3460,17,1,6,False
lstm_autoencoder,0,alt_rate,0.02,15,7,2,cruise,1497,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,7,2,descent,935,161,1,23,False
lstm_autoencoder,0,alt_rate,0.02,15,8,2,overall,4015,59,1,6,False
lstm_autoencoder,0,alt_rate,0.02,15,8,2,climb,913,10,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,8,2,cruise,973,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,8,2,descent,2129,49,1,5,False
lstm_autoencoder,0,alt_rate,0.02,15,9,2,overall,8714,148,1,27,False
lstm_autoencoder,0,alt_rate,0.02,15,9,2,climb,2654,14,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,9,2,cruise,4350,28,1,13,False
lstm_autoencoder,0,alt_rate,0.02,15,9,2,descent,1710,106,1,14,False
lstm_autoencoder,0,alt_rate,0.02,15,10,2,overall,5218,93,1,33,False
lstm_autoencoder,0,alt_rate,0.02,15,10,2,climb,2880,10,1,2,False
lstm_autoencoder,0,alt_rate,0.02,15,10,2,cruise,758,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,10,2,descent,1580,83,1,31,False
lstm_autoencoder,0,alt_rate,0.02,15,11,2,overall,6001,91,1,22,False
lstm_autoencoder,0,alt_rate,0.02,15,11,2,climb,2567,16,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,11,2,cruise,1521,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,11,2,descent,1913,75,1,21,False
lstm_autoencoder,0,alt_rate,0.02,15,12,2,overall,8363,229,1,12,False
lstm_autoencoder,0,alt_rate,0.02,15,12,2,climb,2146,6,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,12,2,cruise,2656,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,12,2,descent,3561,223,1,11,False
lstm_autoencoder,0,alt_rate,0.02,15,13,2,overall,5761,43,1,14,False
lstm_autoencoder,0,alt_rate,0.02,15,13,2,climb,1955,4,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,13,2,cruise,2104,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,13,2,descent,1702,39,1,13,False
lstm_autoencoder,0,alt_rate,0.02,15,14,2,overall,6942,25,1,4,False
lstm_autoencoder,0,alt_rate,0.02,15,14,2,climb,2466,17,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,14,2,cruise,2580,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,14,2,descent,1896,8,1,3,False
lstm_autoencoder,0,alt_rate,0.02,15,15,2,overall,8154,611,1,22,False
lstm_autoencoder,0,alt_rate,0.02,15,15,2,climb,2342,15,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,15,2,cruise,2353,11,1,6,False
lstm_autoencoder,0,alt_rate,0.02,15,15,2,descent,3459,585,1,15,False
lstm_autoencoder,0,alt_rate,0.02,15,16,2,overall,5218,81,1,30,False
lstm_autoencoder,0,alt_rate,0.02,15,16,2,climb,2880,10,1,2,False
lstm_autoencoder,0,alt_rate,0.02,15,16,2,cruise,758,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,16,2,descent,1580,71,1,28,False
lstm_autoencoder,0,alt_rate,0.02,15,17,2,overall,5804,210,1,20,False
lstm_autoencoder,0,alt_rate,0.02,15,17,2,climb,2122,5,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,17,2,cruise,1784,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,17,2,descent,1898,205,1,19,False
lstm_autoencoder,0,alt_rate,0.02,15,18,2,overall,8154,574,1,26,False
lstm_autoencoder,0,alt_rate,0.02,15,18,2,climb,2342,15,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,18,2,cruise,2353,11,1,6,False
lstm_autoencoder,0,alt_rate,0.02,15,18,2,descent,3459,548,1,19,False
lstm_autoencoder,0,alt_rate,0.02,15,19,2,overall,6782,252,1,56,False
lstm_autoencoder,0,alt_rate,0.02,15,19,2,climb,3211,13,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,19,2,cruise,567,15,1,9,False
lstm_autoencoder,0,alt_rate,0.02,15,19,2,descent,3004,224,1,46,False
lstm_autoencoder,0,alt_rate,0.02,15,20,2,overall,6265,103,1,11,False
lstm_autoencoder,0,alt_rate,0.02,15,20,2,climb,1427,6,1,2,False
lstm_autoencoder,0,alt_rate,0.02,15,20,2,cruise,2185,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,20,2,descent,2653,97,1,9,False
lstm_autoencoder,0,alt_rate,0.02,15,21,2,overall,6381,62,1,13,False
lstm_autoencoder,0,alt_rate,0.02,15,21,2,climb,1431,19,1,3,False
lstm_autoencoder,0,alt_rate,0.02,15,21,2,cruise,1684,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,21,2,descent,3266,43,1,10,False
lstm_autoencoder,0,alt_rate,0.02,15,22,2,overall,5501,109,1,30,False
lstm_autoencoder,0,alt_rate,0.02,15,22,2,climb,2711,37,1,14,False
lstm_autoencoder,0,alt_rate,0.02,15,22,2,cruise,1270,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,22,2,descent,1520,72,1,16,False
lstm_autoencoder,0,alt_rate,0.02,15,23,2,overall,6887,344,1,8,False
lstm_autoencoder,0,alt_rate,0.02,15,23,2,climb,2052,17,1,1,False
lstm_autoencoder,0,alt_rate,0.02,15,23,2,cruise,2880,0,0,0,False
lstm_autoencoder,0,alt_rate,0.02,15,23,2,descent,1955,327,1,7,False
lstm_autoencoder,1,primary,0.005,11,1,3,overall,11007,28,1,14,True
lstm_autoencoder,1,primary,0.005,11,1,3,climb,2506,7,1,1,True
lstm_autoencoder,1,primary,0.005,11,1,3,cruise,4386,6,1,3,True
lstm_autoencoder,1,primary,0.005,11,1,3,descent,4115,15,1,10,True
lstm_autoencoder,1,primary,0.005,11,2,3,overall,17636,72,1,32,True
lstm_autoencoder,1,primary,0.005,11,2,3,climb,3612,9,1,1,True
lstm_autoencoder,1,primary,0.005,11,2,3,cruise,10521,29,1,12,True
lstm_autoencoder,1,primary,0.005,11,2,3,descent,3503,34,1,19,True
lstm_autoencoder,1,primary,0.005,11,3,3,overall,9831,53,1,15,True
lstm_autoencoder,1,primary,0.005,11,3,3,climb,2031,14,1,1,True
lstm_autoencoder,1,primary,0.005,11,3,3,cruise,3448,9,1,4,True
lstm_autoencoder,1,primary,0.005,11,3,3,descent,4352,30,1,10,True
lstm_autoencoder,1,primary,0.005,11,4,3,overall,13140,45,1,17,True
lstm_autoencoder,1,primary,0.005,11,4,3,climb,2902,8,1,2,True
lstm_autoencoder,1,primary,0.005,11,4,3,cruise,7069,0,0,0,True
lstm_autoencoder,1,primary,0.005,11,4,3,descent,3169,37,1,15,True
lstm_autoencoder,1,primary,0.005,11,5,3,overall,13751,126,1,55,True
lstm_autoencoder,1,primary,0.005,11,5,3,climb,2138,6,1,1,True
lstm_autoencoder,1,primary,0.005,11,5,3,cruise,6376,19,1,9,True
lstm_autoencoder,1,primary,0.005,11,5,3,descent,5237,101,1,45,True
lstm_autoencoder,1,primary,0.005,11,6,3,overall,11689,71,1,37,True
lstm_autoencoder,1,primary,0.005,11,6,3,climb,2583,1,1,1,True
lstm_autoencoder,1,primary,0.005,11,6,3,cruise,5477,15,1,9,True
lstm_autoencoder,1,primary,0.005,11,6,3,descent,3629,55,1,27,True
lstm_autoencoder,1,primary,0.005,11,7,3,overall,11007,32,1,12,True
lstm_autoencoder,1,primary,0.005,11,7,3,climb,2506,7,1,1,True
lstm_autoencoder,1,primary,0.005,11,7,3,cruise,4386,7,1,4,True
lstm_autoencoder,1,primary,0.005,11,7,3,descent,4115,18,1,7,True
lstm_autoencoder,1,primary,0.005,11,8,3,overall,8826,5,1,2,True
lstm_autoencoder,1,primary,0.005,11,8,3,climb,4368,0,0,0,True
lstm_autoencoder,1,primary,0.005,11,8,3,cruise,2947,5,1,2,True
lstm_autoencoder,1,primary,0.005,11,8,3,descent,1511,0,0,0,True
lstm_autoencoder,1,primary,0.005,11,9,3,overall,8928,18,1,6,True
lstm_autoencoder,1,primary,0.005,11,9,3,climb,2151,2,1,2,True
lstm_autoencoder,1,primary,0.005,11,9,3,cruise,4055,1,1,1,True
lstm_autoencoder,1,primary,0.005,11,9,3,descent,2722,15,1,3,True
lstm_autoencoder,1,primary,0.005,11,10,3,overall,13940,29,1,11,True
lstm_autoencoder,1,primary,0.005,11,10,3,climb,3800,8,1,1,True
lstm_autoencoder,1,primary,0.005,11,10,3,cruise,6079,0,0,0,True
lstm_autoencoder,1,primary,0.005,11,10,3,descent,4061,21,1,10,True
lstm_autoencoder,1,primary,0.005,11,11,3,overall,13751,120,1,43,True
lstm_autoencoder,1,primary,0.005,11,11,3,climb,2138,6,1,1,True
lstm_autoencoder,1,primary,0.005,11,11,3,cruise,6376,23,1,9,True
lstm_autoencoder,1,primary,0.005,11,11,3,descent,5237,91,1,33,True
lstm_autoencoder,1,primary,0.005,11,12,3,overall,14346,43,1,14,True
lstm_autoencoder,1,primary,0.005,11,12,3,climb,3405,4,1,1,True
lstm_autoencoder,1,primary,0.005,11,12,3,cruise,2752,6,1,5,True
lstm_autoencoder,1,primary,0.005,11,12,3,descent,8189,33,1,8,True
lstm_autoencoder,1,primary,0.005,11,13,3,overall,10704,29,1,8,True
lstm_autoencoder,1,primary,0.005,11,13,3,climb,2712,10,1,1,True
lstm_autoencoder,1,primary,0.005,11,13,3,cruise,4440,6,1,3,True
lstm_autoencoder,1,primary,0.005,11,13,3,descent,3552,13,1,4,True
lstm_autoencoder,1,primary,0.005,11,14,3,overall,11573,94,1,41,True
lstm_autoencoder,1,primary,0.005,11,14,3,climb,3378,3,1,1,True
lstm_autoencoder,1,primary,0.005,11,14,3,cruise,2869,1,1,1,True
lstm_autoencoder,1,primary,0.005,11,14,3,descent,5326,90,1,39,True
lstm_autoencoder,1,primary,0.005,11,15,3,overall,7701,273,1,28,True
lstm_autoencoder,1,primary,0.005,11,15,3,climb,2139,4,1,2,True
lstm_autoencoder,1,primary,0.005,11,15,3,cruise,1849,0,0,0,True
lstm_autoencoder,1,primary,0.005,11,15,3,descent,3713,269,1,26,True
lstm_autoencoder,1,primary,0.005,11,16,3,overall,11457,30,1,16,True
lstm_autoencoder,1,primary,0.005,11,16,3,climb,3291,4,1,2,True
lstm_autoencoder,1,primary,0.005,11,16,3,cruise,5172,0,0,0,True
lstm_autoencoder,1,primary,0.005,11,16,3,descent,2994,26,1,14,True
lstm_autoencoder,1,primary,0.005,11,17,3,overall,11457,41,1,15,True
lstm_autoencoder,1,primary,0.005,11,17,3,climb,3291,4,1,2,True
lstm_autoencoder,1,primary,0.005,11,17,3,cruise,5172,0,0,0,True
lstm_autoencoder,1,primary,0.005,11,17,3,descent,2994,37,1,13,True
lstm_autoencoder,1,primary,0.005,11,18,3,overall,12562,23,1,12,True
lstm_autoencoder,1,primary,0.005,11,18,3,climb,4727,5,1,3,True
lstm_autoencoder,1,primary,0.005,11,18,3,cruise,3161,1,1,1,True
lstm_autoencoder,1,primary,0.005,11,18,3,descent,4674,17,1,8,True
lstm_autoencoder,1,primary,0.005,14,1,1,overall,2551,9,1,1,False
lstm_autoencoder,1,primary,0.005,14,1,1,climb,79,9,1,1,False
lstm_autoencoder,1,primary,0.005,14,1,1,cruise,2364,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,1,1,descent,108,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,2,1,overall,1528,11,1,3,False
lstm_autoencoder,1,primary,0.005,14,2,1,climb,435,7,1,1,False
lstm_autoencoder,1,primary,0.005,14,2,1,cruise,592,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,2,1,descent,501,4,1,2,False
lstm_autoencoder,1,primary,0.005,14,3,1,overall,1887,17,1,5,False
lstm_autoencoder,1,primary,0.005,14,3,1,climb,227,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,3,1,cruise,1396,17,1,5,False
lstm_autoencoder,1,primary,0.005,14,3,1,descent,264,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,4,1,overall,1303,68,1,13,False
lstm_autoencoder,1,primary,0.005,14,4,1,climb,87,25,1,1,False
lstm_autoencoder,1,primary,0.005,14,4,1,cruise,1069,43,1,12,False
lstm_autoencoder,1,primary,0.005,14,4,1,descent,147,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,5,1,overall,2641,12,1,1,False
lstm_autoencoder,1,primary,0.005,14,5,1,climb,1059,12,1,1,False
lstm_autoencoder,1,primary,0.005,14,5,1,cruise,390,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,5,1,descent,1192,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,6,1,overall,2918,16,1,2,False
lstm_autoencoder,1,primary,0.005,14,6,1,climb,222,14,1,1,False
lstm_autoencoder,1,primary,0.005,14,6,1,cruise,1468,2,1,1,False
lstm_autoencoder,1,primary,0.005,14,6,1,descent,1228,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,7,1,overall,1303,69,1,12,False
lstm_autoencoder,1,primary,0.005,14,7,1,climb,87,25,1,1,False
lstm_autoencoder,1,primary,0.005,14,7,1,cruise,1069,44,1,11,False
lstm_autoencoder,1,primary,0.005,14,7,1,descent,147,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,8,1,overall,2551,9,1,1,False
lstm_autoencoder,1,primary,0.005,14,8,1,climb,79,9,1,1,False
lstm_autoencoder,1,primary,0.005,14,8,1,cruise,2364,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,8,1,descent,108,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,9,1,overall,1706,32,1,4,False
lstm_autoencoder,1,primary,0.005,14,9,1,climb,38,1,1,1,False
lstm_autoencoder,1,primary,0.005,14,9,1,cruise,47,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,9,1,descent,1621,31,1,3,False
lstm_autoencoder,1,primary,0.005,14,10,1,overall,1706,32,1,4,False
lstm_autoencoder,1,primary,0.005,14,10,1,climb,38,1,1,1,False
lstm_autoencoder,1,primary,0.005,14,10,1,cruise,47,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,10,1,descent,1621,31,1,3,False
lstm_autoencoder,1,primary,0.005,14,11,1,overall,2346,9,1,1,False
lstm_autoencoder,1,primary,0.005,14,11,1,climb,482,9,1,1,False
lstm_autoencoder,1,primary,0.005,14,11,1,cruise,1040,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,11,1,descent,824,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,12,1,overall,2641,12,1,1,False
lstm_autoencoder,1,primary,0.005,14,12,1,climb,1059,12,1,1,False
lstm_autoencoder,1,primary,0.005,14,12,1,cruise,390,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,12,1,descent,1192,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,13,1,overall,1303,65,1,12,False
lstm_autoencoder,1,primary,0.005,14,13,1,climb,87,25,1,1,False
lstm_autoencoder,1,primary,0.005,14,13,1,cruise,1069,40,1,11,False
lstm_autoencoder,1,primary,0.005,14,13,1,descent,147,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,14,1,overall,2629,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,14,1,climb,490,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,14,1,cruise,1339,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,14,1,descent,800,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,15,1,overall,1930,2,1,1,False
lstm_autoencoder,1,primary,0.005,14,15,1,climb,486,2,1,1,False
lstm_autoencoder,1,primary,0.005,14,15,1,cruise,795,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,15,1,descent,649,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,16,1,overall,1528,9,1,2,False
lstm_autoencoder,1,primary,0.005,14,16,1,climb,435,7,1,1,False
lstm_autoencoder,1,primary,0.005,14,16,1,cruise,592,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,16,1,descent,501,2,1,1,False
lstm_autoencoder,1,primary,0.005,14,17,1,overall,2641,12,1,1,False
lstm_autoencoder,1,primary,0.005,14,17,1,climb,1059,12,1,1,False
lstm_autoencoder,1,primary,0.005,14,17,1,cruise,390,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,17,1,descent,1192,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,18,1,overall,2629,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,18,1,climb,490,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,18,1,cruise,1339,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,18,1,descent,800,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,19,1,overall,1706,32,1,4,False
lstm_autoencoder,1,primary,0.005,14,19,1,climb,38,1,1,1,False
lstm_autoencoder,1,primary,0.005,14,19,1,cruise,47,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,19,1,descent,1621,31,1,3,False
lstm_autoencoder,1,primary,0.005,14,20,1,overall,2629,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,20,1,climb,490,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,20,1,cruise,1339,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,20,1,descent,800,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,21,1,overall,1706,32,1,4,False
lstm_autoencoder,1,primary,0.005,14,21,1,climb,38,1,1,1,False
lstm_autoencoder,1,primary,0.005,14,21,1,cruise,47,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,21,1,descent,1621,31,1,3,False
lstm_autoencoder,1,primary,0.005,14,22,1,overall,1887,15,1,5,False
lstm_autoencoder,1,primary,0.005,14,22,1,climb,227,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,22,1,cruise,1396,15,1,5,False
lstm_autoencoder,1,primary,0.005,14,22,1,descent,264,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,23,1,overall,2629,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,23,1,climb,490,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,23,1,cruise,1339,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,23,1,descent,800,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,24,1,overall,2641,12,1,1,False
lstm_autoencoder,1,primary,0.005,14,24,1,climb,1059,12,1,1,False
lstm_autoencoder,1,primary,0.005,14,24,1,cruise,390,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,24,1,descent,1192,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,25,1,overall,2551,9,1,1,False
lstm_autoencoder,1,primary,0.005,14,25,1,climb,79,9,1,1,False
lstm_autoencoder,1,primary,0.005,14,25,1,cruise,2364,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,25,1,descent,108,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,26,1,overall,2034,4,1,4,False
lstm_autoencoder,1,primary,0.005,14,26,1,climb,135,3,1,3,False
lstm_autoencoder,1,primary,0.005,14,26,1,cruise,84,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,26,1,descent,1815,1,1,1,False
lstm_autoencoder,1,primary,0.005,14,27,1,overall,1887,12,1,5,False
lstm_autoencoder,1,primary,0.005,14,27,1,climb,227,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,27,1,cruise,1396,12,1,5,False
lstm_autoencoder,1,primary,0.005,14,27,1,descent,264,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,28,1,overall,2629,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,28,1,climb,490,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,28,1,cruise,1339,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,28,1,descent,800,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,29,1,overall,1887,17,1,5,False
lstm_autoencoder,1,primary,0.005,14,29,1,climb,227,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,29,1,cruise,1396,17,1,5,False
lstm_autoencoder,1,primary,0.005,14,29,1,descent,264,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,30,1,overall,1528,10,1,2,False
lstm_autoencoder,1,primary,0.005,14,30,1,climb,435,8,1,1,False
lstm_autoencoder,1,primary,0.005,14,30,1,cruise,592,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,30,1,descent,501,2,1,1,False
lstm_autoencoder,1,primary,0.005,14,31,1,overall,2629,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,31,1,climb,490,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,31,1,cruise,1339,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,31,1,descent,800,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,32,1,overall,1006,1,1,1,False
lstm_autoencoder,1,primary,0.005,14,32,1,climb,262,1,1,1,False
lstm_autoencoder,1,primary,0.005,14,32,1,cruise,356,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,32,1,descent,388,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,33,1,overall,1528,10,1,2,False
lstm_autoencoder,1,primary,0.005,14,33,1,climb,435,8,1,1,False
lstm_autoencoder,1,primary,0.005,14,33,1,cruise,592,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,33,1,descent,501,2,1,1,False
lstm_autoencoder,1,primary,0.005,14,34,1,overall,1944,4,1,3,False
lstm_autoencoder,1,primary,0.005,14,34,1,climb,142,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,34,1,cruise,1554,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,34,1,descent,248,4,1,3,False
lstm_autoencoder,1,primary,0.005,14,35,1,overall,1706,32,1,4,False
lstm_autoencoder,1,primary,0.005,14,35,1,climb,38,1,1,1,False
lstm_autoencoder,1,primary,0.005,14,35,1,cruise,47,0,0,0,False
lstm_autoencoder,1,primary,0.005,14,35,1,descent,1621,31,1,3,False
lstm_autoencoder,1,primary,0.005,15,1,2,overall,2669,3,1,2,False
lstm_autoencoder,1,primary,0.005,15,1,2,climb,625,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,1,2,cruise,752,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,1,2,descent,1292,3,1,2,False
lstm_autoencoder,1,primary,0.005,15,2,2,overall,7711,19,1,3,False
lstm_autoencoder,1,primary,0.005,15,2,2,climb,2028,19,1,3,False
lstm_autoencoder,1,primary,0.005,15,2,2,cruise,3298,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,2,2,descent,2385,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,3,2,overall,5503,45,1,16,False
lstm_autoencoder,1,primary,0.005,15,3,2,climb,3519,7,1,1,False
lstm_autoencoder,1,primary,0.005,15,3,2,cruise,722,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,3,2,descent,1262,38,1,15,False
lstm_autoencoder,1,primary,0.005,15,4,2,overall,6372,28,1,2,False
lstm_autoencoder,1,primary,0.005,15,4,2,climb,2754,26,1,1,False
lstm_autoencoder,1,primary,0.005,15,4,2,cruise,2405,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,4,2,descent,1213,2,1,1,False
lstm_autoencoder,1,primary,0.005,15,5,2,overall,6075,7,1,1,False
lstm_autoencoder,1,primary,0.005,15,5,2,climb,1642,7,1,1,False
lstm_autoencoder,1,primary,0.005,15,5,2,cruise,2509,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,5,2,descent,1924,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,6,2,overall,9157,73,1,23,False
lstm_autoencoder,1,primary,0.005,15,6,2,climb,3584,4,1,1,False
lstm_autoencoder,1,primary,0.005,15,6,2,cruise,2702,56,1,17,False
lstm_autoencoder,1,primary,0.005,15,6,2,descent,2871,13,1,5,False
lstm_autoencoder,1,primary,0.005,15,7,2,overall,5892,30,1,7,False
lstm_autoencoder,1,primary,0.005,15,7,2,climb,2990,6,1,2,False
lstm_autoencoder,1,primary,0.005,15,7,2,cruise,2120,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,7,2,descent,782,24,1,5,False
lstm_autoencoder,1,primary,0.005,15,8,2,overall,4015,6,1,1,False
lstm_autoencoder,1,primary,0.005,15,8,2,climb,748,6,1,1,False
lstm_autoencoder,1,primary,0.005,15,8,2,cruise,1371,0,0,0,False
lstm_autoencoder,1,primary,0.005,15,8,2,descent,1896,0,0,0,False
